10,3
23,20
29,32
26,20
34,10
27,17
52,31
20,21
19,13
23,20
6,24
27,17
26,22
25,37
21,27
7,27
20,27
27,31
49,10
27,9
30,28
19,23
30,14
37,7
14,20
23,28
15,29
31,24
31,32
20,13
23,17
20,13
24,30
20,23
34,21
24,7
20,17
3,27
14,17
10,0
24,14
13,14
28,16
36,15
26,10
20,13
27,44
17,30
24,22
30,10
10,28
7,17
24,0
10,7
37,7
24,16
34,31
6,10
27,9
20,14
42,17
20,13
27,24
36,38
28,31
0,15
3,13
31,20
7,27
41,0
36,33
39,38
20,6
34,31
30,10
31,6
10,27
41,24
48,21
17,38
9,12
24,13
23,20
33,13
13,37
31,6
31,10
10,21
10,31
41,20
0,38
27,24
33,7
31,33
32,35
10,24
17,7
12,13
20,13
23,13
14,42
13,23
27,12
21,24
23,16
10,17
24,23
10,31
31,10
37,13
23,3
14,21
6,17
20,16
21,55
24,20
10,17
20,17
13,23
34,31
35,7
13,30
23,38
24,7
22,16
13,33
24,23
24,17
10,23
26,39
19,13
24,21
27,21
35,13
38,30
27,25
35,38
18,26
30,3
20,23
20,13
38,17
34,40
10,24
17,6
13,7
23,21
17,14
20,19
13,35
36,0
34,26
24,17
7,38
28,20
34,24
13,19
17,45
14,19
10,14
20,26
24,7
17,37
24,7
10,17
38,5
20,23
9,3
16,0
26,6
24,16
30,21
17,29
24,17
27,24
16,13
21,33
17,30
10,26
14,10
17,14
27,30
17,23
24,17
14,17
28,31
23,13
16,23
23,16
20,7
30,10
21,14
26,30
28,15
7,27
33,22
10,6
12,10
41,20
34,27
28,23
31,7
42,28
24,27
27,20
27,24
14,17
44,6
23,20
9,6
12,0
35,14
13,20
10,12
10,3
24,19
28,18
28,10
38,31
37,8
21,23
20,17
30,14
24,20
10,19
27,34
24,14
14,17
13,10
20,23
33,20
27,24
6,13
44,41
20,10
27,30
31,38
24,23
19,13
22,14
21,40
28,3
17,13
7,24
20,24
34,7
8,22
24,28
48,17
34,38
20,24
16,25
44,6
17,10
24,17
50,14
20,14
34,21
31,13
36,10
27,0
27,29
45,27
12,0
17,6
27,7
7,14
34,7
7,14
7,20
20,26
38,7
20,12
28,26
17,20
23,20
0,27
45,17
21,38
16,3
27,13
13,10
45,7
6,0
27,22
41,38
27,34
28,30
45,20
16,21
28,10
0,35
27,10
17,31
20,14
3,20
20,19
19,3
40,24
28,31
24,27
27,24
7,41
31,0
7,31
17,24
24,37
31,3
14,22
13,7
31,3
17,20
21,14
18,17
23,21
21,14
13,10
30,20
33,13
29,10
17,20
41,10
33,27
23,29
17,14
20,17
31,38
3,14
24,14
32,29
13,10
17,28
10,21
19,12
7,6
28,16
17,31
16,13
12,23
28,34
30,13
6,10
30,27
34,17
20,14
27,16
6,3
9,23
27,22
27,10
45,31
21,24
12,15
25,28
13,30
3,13
23,13
34,0
30,20
18,21
10,27
28,17
13,16
17,24
17,31
34,10
7,14
9,17
30,17
9,19
14,24
38,17
17,13
24,27
31,28
10,17
16,14
20,17
34,23
10,17
34,21
24,10
28,34
10,26
35,14
27,33
17,20
27,48
30,8
34,17
3,31
10,38
10,20
22,16
20,13
31,38
20,24
21,20
30,20
22,14
10,13
28,21
56,10
20,6
19,7
41,20
13,28
24,27
26,31
13,7
31,34
6,17
25,17
31,14
20,3
23,10
38,14
28,41
15,10
23,17
27,20
31,21
14,28
45,35
20,6
34,20
13,34
