Team,Year,Week,Offense DVOA,Weighted Offense DVOA,Defense DVOA,Weighted Defense DVOA,ST DVOA,Weighted ST DVOA
HOU,1993,15,-1.90%,1.40%,-6.60%,-7.40%,1.50%,1.50%
NO,1993,15,-7.50%,-16.60%,-5.10%,-4.30%,5.50%,5.50%
MIN,1993,15,-4.70%,-1.10%,-14.10%,-14.10%,-8.40%,-8.10%
CHI,1993,15,-10.70%,-8.80%,-9.30%,-10.30%,1.50%,0.40%
CLE,1993,15,-12.20%,-11.90%,-5.00%,-2.40%,1.50%,1.50%
ATL,1993,15,-4.30%,-3.30%,9.70%,4.30%,8.10%,8.80%
ARI,1993,15,-0.20%,1.60%,9.90%,6.60%,2.80%,2.90%
DET,1993,15,-16.10%,-14.10%,-2.20%,0.00%,6.10%,5.80%
SEA,1993,15,-12.50%,-12.00%,-2.20%,1.40%,-2.40%,-3.00%
STL,1993,15,-1.00%,-2.00%,14.50%,16.90%,-2.90%,-1.40%
WAS,1993,15,-6.10%,-13.20%,12.40%,13.00%,-0.70%,0.80%
NE,1993,15,-17.90%,-17.20%,8.80%,5.50%,-6.60%,-5.60%
CIN,1993,15,-16.40%,-14.00%,15.60%,14.50%,-1.80%,-1.00%
IND,1993,15,-19.20%,-16.10%,17.00%,20.50%,0.70%,1.00%
TB,1993,15,-24.50%,-19.50%,11.70%,11.20%,-1.20%,0.30%
SF,1993,16,34.50%,37.00%,5.10%,4.20%,-1.70%,-0.80%
KC,1993,16,14.50%,18.10%,-13.10%,-10.80%,-2.30%,-3.70%
DAL,1993,16,22.70%,22.80%,2.90%,-0.70%,2.80%,5.90%
OAK,1993,16,9.10%,13.50%,-0.40%,8.50%,6.80%,7.80%
NYG,1993,16,14.20%,13.40%,-1.70%,1.50%,0.40%,1.80%
DEN,1993,16,15.60%,15.90%,-2.70%,-4.20%,-2.20%,-3.90%
BUF,1993,16,3.70%,3.10%,-11.20%,-8.30%,-0.30%,-2.80%
PIT,1993,16,-0.60%,2.00%,-18.80%,-14.90%,-4.10%,-4.70%
SD,1993,16,7.70%,11.20%,-4.70%,-5.10%,1.10%,0.60%
MIA,1993,16,15.70%,18.10%,1.20%,1.70%,-1.10%,1.10%
NYJ,1993,16,8.90%,2.70%,-10.20%,-11.10%,-6.20%,-6.80%
HOU,1993,16,0.30%,4.70%,-8.40%,-12.20%,2.20%,3.10%
GB,1993,16,-1.70%,-2.00%,-2.70%,-2.30%,7.90%,6.90%
PHI,1993,16,4.30%,2.50%,-6.90%,-4.60%,-3.20%,-3.70%
MIN,1993,16,-1.70%,3.40%,-11.90%,-11.00%,-9.10%,-9.60%
NO,1993,16,-10.80%,-22.40%,-4.90%,-4.40%,3.90%,3.80%
CHI,1993,16,-15.40%,-14.70%,-9.60%,-9.00%,2.00%,-0.20%
CLE,1993,16,-11.20%,-10.70%,-3.70%,-1.40%,2.00%,1.50%
ARI,1993,16,0.70%,3.10%,10.40%,7.10%,3.30%,3.60%
ATL,1993,16,-7.60%,-5.90%,9.40%,1.00%,7.10%,6.30%
SEA,1993,16,-11.00%,-7.80%,-1.20%,3.10%,-2.80%,-4.20%
DET,1993,16,-17.30%,-16.30%,1.80%,3.90%,5.80%,5.80%
WAS,1993,16,-6.30%,-12.60%,10.10%,10.20%,-0.70%,1.10%
STL,1993,16,-1.70%,-6.50%,16.20%,20.50%,-3.50%,-2.60%
CIN,1993,16,-14.40%,-11.20%,14.50%,13.50%,-1.50%,0.20%
NE,1993,16,-16.20%,-13.60%,8.70%,4.40%,-5.70%,-4.80%
IND,1993,16,-18.20%,-14.80%,16.20%,20.10%,0.90%,2.00%
TB,1993,16,-22.70%,-15.70%,11.90%,9.60%,-0.80%,1.50%
DAL,1993,17,23.60%,21.40%,1.10%,-3.50%,3.80%,7.90%
SF,1993,17,31.30%,32.30%,3.10%,2.60%,-2.80%,-3.60%
KC,1993,17,11.60%,13.40%,-9.90%,-7.20%,-2.30%,-4.00%
SD,1993,17,12.20%,17.50%,-5.60%,-8.50%,1.30%,1.30%
DEN,1993,17,14.20%,13.30%,-4.50%,-6.90%,-2.50%,-4.30%
GB,1993,17,-1.30%,-1.90%,-10.00%,-13.90%,5.50%,3.50%
HOU,1993,17,-1.70%,2.90%,-11.70%,-16.10%,2.40%,3.10%
NYG,1993,17,11.90%,13.50%,0.30%,5.40%,0.30%,1.60%
NYJ,1993,17,10.00%,4.20%,-8.70%,-10.40%,-7.20%,-7.80%
PIT,1993,17,-1.40%,0.50%,-16.40%,-12.10%,-3.60%,-4.10%
BUF,1993,17,2.90%,2.70%,-7.60%,-1.60%,0.10%,-1.70%
OAK,1993,17,2.40%,4.70%,-1.10%,8.00%,7.10%,8.40%
PHI,1993,17,5.40%,2.00%,-9.70%,-9.60%,-6.20%,-9.20%
MIN,1993,17,1.00%,7.10%,-14.20%,-14.10%,-8.40%,-8.20%
MIA,1993,17,11.90%,12.70%,4.90%,7.30%,-0.90%,1.40%
ARI,1993,17,2.70%,6.10%,8.00%,3.30%,3.00%,3.00%
CLE,1993,17,-6.80%,-3.20%,-0.60%,2.50%,3.90%,4.20%
NO,1993,17,-14.10%,-29.40%,-4.20%,0.00%,6.60%,6.40%
CHI,1993,17,-13.70%,-12.70%,-7.70%,-5.60%,2.00%,-0.30%
DET,1993,17,-13.20%,-9.40%,0.40%,0.50%,5.10%,4.60%
SEA,1993,17,-7.70%,-5.60%,-1.00%,3.60%,-2.10%,-3.20%
ATL,1993,17,-7.00%,-4.50%,10.50%,1.50%,6.70%,5.80%
WAS,1993,17,-9.80%,-18.00%,10.90%,11.10%,-1.90%,-1.00%
STL,1993,17,0.30%,-1.80%,19.90%,25.30%,-5.50%,-5.30%
NE,1993,17,-13.70%,-9.30%,6.10%,1.30%,-5.80%,-4.90%
CIN,1993,17,-13.30%,-9.10%,14.80%,13.40%,-0.70%,1.50%
TB,1993,17,-22.50%,-17.40%,10.30%,8.20%,-1.10%,1.40%
IND,1993,17,-21.00%,-18.00%,18.30%,21.60%,0.70%,1.60%
SF,1993,18,31.40%,32.80%,3.80%,3.40%,-2.60%,-3.30%
DAL,1993,18,21.80%,18.10%,0.80%,-2.00%,3.80%,7.60%
KC,1993,18,12.30%,15.10%,-9.90%,-6.90%,-2.10%,-3.80%
SD,1993,18,11.90%,17.70%,-4.20%,-6.20%,2.50%,3.10%
HOU,1993,18,-1.50%,5.50%,-15.30%,-24.90%,2.20%,2.80%
DEN,1993,18,14.80%,14.60%,-2.30%,-3.20%,-2.60%,-3.60%
NYG,1993,18,11.20%,11.20%,-1.20%,2.20%,0.90%,3.50%
PIT,1993,18,-1.50%,-0.50%,-17.50%,-10.50%,-3.30%,-4.00%
OAK,1993,18,4.70%,7.70%,0.70%,10.60%,8.00%,9.40%
GB,1993,18,-3.50%,-3.60%,-9.30%,-12.10%,5.20%,2.10%
PHI,1993,18,6.30%,5.80%,-9.30%,-9.20%,-5.80%,-9.00%
BUF,1993,18,2.10%,0.70%,-6.60%,1.90%,0.40%,-0.90%
NYJ,1993,18,5.50%,-1.70%,-7.80%,-8.20%,-7.20%,-7.70%
MIN,1993,18,0.10%,7.30%,-13.60%,-10.90%,-8.10%,-8.40%
MIA,1993,18,11.10%,11.20%,6.60%,10.30%,-0.10%,2.70%
CLE,1993,18,-7.40%,-2.10%,-2.50%,-1.10%,5.20%,7.60%
ARI,1993,18,4.10%,7.30%,7.10%,2.30%,2.40%,2.60%
NO,1993,18,-14.40%,-29.30%,-5.20%,-0.80%,6.60%,6.40%
DET,1993,18,-11.80%,-7.50%,-1.30%,-1.70%,5.30%,5.10%
CHI,1993,18,-14.70%,-15.30%,-5.50%,-0.50%,2.70%,1.20%
SEA,1993,18,-7.80%,-5.70%,-0.90%,3.50%,-2.40%,-3.80%
ATL,1993,18,-7.40%,-4.40%,11.90%,4.00%,6.60%,5.50%
WAS,1993,18,-9.80%,-17.10%,9.70%,7.00%,-1.50%,-0.70%
STL,1993,18,3.20%,1.50%,18.90%,24.10%,-5.90%,-6.00%
NE,1993,18,-12.20%,-6.90%,5.90%,0.00%,-6.00%,-5.60%
CIN,1993,18,-13.70%,-10.60%,14.70%,14.10%,-0.50%,2.00%
TB,1993,18,-20.80%,-10.10%,11.00%,8.90%,-1.50%,0.90%
IND,1993,18,-20.30%,-15.30%,17.70%,21.60%,0.10%,0.50%
SEA,1994,1,35.90%,35.90%,-30.20%,-30.20%,10.00%,10.00%
CHI,1994,1,44.30%,44.30%,-8.50%,-8.50%,3.80%,3.80%
SF,1994,1,24.60%,24.60%,-52.40%,-52.40%,-22.00%,-22.00%
DAL,1994,1,20.90%,20.90%,-34.20%,-34.20%,-3.70%,-3.70%
CLE,1994,1,-27.30%,-27.30%,-25.20%,-25.20%,44.60%,44.60%
GB,1994,1,-8.10%,-8.10%,-49.70%,-49.70%,-4.00%,-4.00%
IND,1994,1,25.10%,25.10%,5.10%,5.10%,10.20%,10.20%
SD,1994,1,48.90%,48.90%,14.50%,14.50%,-9.30%,-9.30%
MIA,1994,1,23.90%,23.90%,11.20%,11.20%,6.10%,6.10%
NYJ,1994,1,-7.20%,-7.20%,-22.70%,-22.70%,1.60%,1.60%
NYG,1994,1,-8.90%,-8.90%,-8.80%,-8.80%,17.20%,17.20%
ARI,1994,1,-39.10%,-39.10%,-43.60%,-43.60%,12.10%,12.10%
DET,1994,1,30.90%,30.90%,27.50%,27.50%,1.20%,1.20%
KC,1994,1,17.00%,17.00%,5.90%,5.90%,-8.70%,-8.70%
PHI,1994,1,-6.40%,-6.40%,-15.70%,-15.70%,-9.80%,-9.80%
BUF,1994,1,-16.50%,-16.50%,-7.10%,-7.10%,-0.40%,-0.40%
NE,1994,1,20.10%,20.10%,23.40%,23.40%,-7.20%,-7.20%
STL,1994,1,-38.70%,-38.70%,-40.40%,-40.40%,-13.20%,-13.20%
ATL,1994,1,18.90%,18.90%,31.80%,31.80%,-5.50%,-5.50%
NO,1994,1,2.80%,2.80%,23.60%,23.60%,-0.70%,-0.70%
DEN,1994,1,16.80%,16.80%,43.00%,43.00%,3.90%,3.90%
MIN,1994,1,-56.20%,-56.20%,-11.80%,-11.80%,0.70%,0.70%
TB,1994,1,-2.10%,-2.10%,36.60%,36.60%,-6.50%,-6.50%
CIN,1994,1,-34.00%,-34.00%,-27.10%,-27.10%,-38.90%,-38.90%
PIT,1994,1,-27.20%,-27.20%,27.00%,27.00%,6.50%,6.50%
HOU,1994,1,-20.20%,-20.20%,29.20%,29.20%,-13.40%,-13.40%
WAS,1994,1,-27.90%,-27.90%,30.40%,30.40%,-17.00%,-17.00%
OAK,1994,1,-46.80%,-46.80%,27.90%,27.90%,-1.50%,-1.50%
SEA,1994,2,29.30%,29.30%,-30.30%,-30.30%,6.10%,6.10%
DAL,1994,2,20.40%,20.40%,-32.00%,-32.00%,1.80%,1.80%
SD,1994,2,52.00%,52.00%,3.90%,3.90%,-4.60%,-4.60%
GB,1994,2,4.40%,4.40%,-22.80%,-22.80%,-6.30%,-6.30%
NYG,1994,2,-4.30%,-4.30%,-23.40%,-23.40%,0.50%,0.50%
KC,1994,2,15.40%,15.40%,-5.10%,-5.10%,-2.50%,-2.50%
SF,1994,2,7.20%,7.20%,-23.60%,-23.60%,-13.80%,-13.80%
PHI,1994,2,10.90%,10.90%,-5.70%,-5.70%,-0.80%,-0.80%
NE,1994,2,22.00%,22.00%,7.20%,7.20%,-1.70%,-1.70%
MIA,1994,2,19.10%,19.10%,12.60%,12.60%,6.10%,6.10%
NYJ,1994,2,0.00%,0.00%,-12.30%,-12.30%,-1.40%,-1.40%
ATL,1994,2,21.30%,21.30%,10.50%,10.50%,-1.50%,-1.50%
TB,1994,2,23.80%,23.80%,18.70%,18.70%,1.40%,1.40%
CHI,1994,2,18.60%,18.60%,10.90%,10.90%,-3.70%,-3.70%
PIT,1994,2,3.00%,3.00%,-2.00%,-2.00%,-3.90%,-3.90%
IND,1994,2,18.70%,18.70%,21.10%,21.10%,0.60%,0.60%
CLE,1994,2,-33.10%,-33.10%,-7.20%,-7.20%,23.30%,23.30%
DEN,1994,2,12.00%,12.00%,23.60%,23.60%,5.20%,5.20%
BUF,1994,2,-9.30%,-9.30%,2.90%,2.90%,3.20%,3.20%
DET,1994,2,-21.80%,-21.80%,-2.00%,-2.00%,2.90%,2.90%
MIN,1994,2,-45.90%,-45.90%,-38.50%,-38.50%,-10.10%,-10.10%
ARI,1994,2,-44.30%,-44.30%,-20.90%,-20.90%,4.40%,4.40%
WAS,1994,2,-10.20%,-10.20%,24.50%,24.50%,8.30%,8.30%
NO,1994,2,3.80%,3.80%,20.00%,20.00%,-19.80%,-19.80%
STL,1994,2,-34.60%,-34.60%,-7.30%,-7.30%,-10.00%,-10.00%
CIN,1994,2,-22.60%,-22.60%,10.50%,10.50%,-18.50%,-18.50%
HOU,1994,2,-26.10%,-26.10%,19.70%,19.70%,-7.40%,-7.40%
OAK,1994,2,-41.70%,-41.70%,26.00%,26.00%,-6.30%,-6.30%
KC,1994,3,16.00%,16.00%,-13.70%,-13.70%,3.80%,3.80%
SEA,1994,3,7.30%,7.30%,-20.10%,-20.10%,4.00%,4.00%
MIA,1994,3,30.00%,30.00%,1.70%,1.70%,1.90%,1.90%
SD,1994,3,29.20%,29.20%,-5.30%,-5.30%,-4.40%,-4.40%
SF,1994,3,25.40%,25.40%,-9.70%,-9.70%,-6.20%,-6.20%
DAL,1994,3,14.30%,14.30%,-15.00%,-15.00%,-0.70%,-0.70%
CLE,1994,3,-14.90%,-14.90%,-20.20%,-20.20%,17.80%,17.80%
PHI,1994,3,3.80%,3.80%,-19.60%,-19.60%,-2.20%,-2.20%
NYG,1994,3,8.30%,8.30%,-9.30%,-9.30%,-0.10%,-0.10%
PIT,1994,3,14.60%,14.60%,-5.10%,-5.10%,-7.30%,-7.30%
BUF,1994,3,-6.20%,-6.20%,-9.60%,-9.60%,8.60%,8.60%
GB,1994,3,-9.90%,-9.90%,-20.90%,-20.90%,-2.50%,-2.50%
NE,1994,3,14.30%,14.30%,8.30%,8.30%,-0.20%,-0.20%
IND,1994,3,11.40%,11.40%,20.20%,20.20%,5.20%,5.20%
MIN,1994,3,-20.70%,-20.70%,-20.40%,-20.40%,-3.90%,-3.90%
DET,1994,3,-8.80%,-8.80%,-0.30%,-0.30%,1.80%,1.80%
TB,1994,3,0.70%,0.70%,7.80%,7.80%,-0.50%,-0.50%
NYJ,1994,3,-5.30%,-5.30%,5.00%,5.00%,-1.30%,-1.30%
CHI,1994,3,10.20%,10.20%,15.60%,15.60%,-6.50%,-6.50%
WAS,1994,3,-0.10%,-0.10%,23.00%,23.00%,6.10%,6.10%
NO,1994,3,-4.30%,-4.30%,3.60%,3.60%,-10.80%,-10.80%
ATL,1994,3,3.50%,3.50%,18.60%,18.60%,-5.30%,-5.30%
OAK,1994,3,-15.90%,-15.90%,6.80%,6.80%,-3.40%,-3.40%
CIN,1994,3,-9.70%,-9.70%,5.30%,5.30%,-11.30%,-11.30%
DEN,1994,3,-5.20%,-5.20%,23.00%,23.00%,1.80%,1.80%
STL,1994,3,-13.40%,-13.40%,11.60%,11.60%,-6.80%,-6.80%
ARI,1994,3,-51.90%,-51.90%,-6.90%,-6.90%,-2.90%,-2.90%
HOU,1994,3,-31.80%,-31.80%,13.70%,13.70%,-8.30%,-8.30%
SEA,1994,4,5.50%,5.50%,-16.50%,-16.50%,5.60%,5.60%
GB,1994,4,6.20%,6.20%,-22.90%,-22.90%,-1.50%,-1.50%
DAL,1994,4,17.60%,17.60%,-10.50%,-10.50%,-0.70%,-0.70%
PHI,1994,4,8.10%,8.10%,-20.20%,-20.20%,-2.20%,-2.20%
SD,1994,4,22.30%,22.30%,-1.40%,-1.40%,1.80%,1.80%
SF,1994,4,20.10%,20.10%,-8.60%,-8.60%,-5.80%,-5.80%
KC,1994,4,6.60%,6.60%,-10.30%,-10.30%,2.00%,2.00%
NYG,1994,4,11.80%,11.80%,-5.10%,-5.10%,-0.10%,-0.10%
CLE,1994,4,-4.90%,-4.90%,-5.90%,-5.90%,14.20%,14.20%
MIA,1994,4,22.00%,22.00%,10.00%,10.00%,0.50%,0.50%
PIT,1994,4,10.10%,10.10%,-6.10%,-6.10%,-4.40%,-4.40%
MIN,1994,4,-5.50%,-5.50%,-18.80%,-18.80%,-5.40%,-5.40%
BUF,1994,4,-1.10%,-1.10%,-4.00%,-4.00%,3.50%,3.50%
NE,1994,4,12.00%,12.00%,7.50%,7.50%,1.80%,1.80%
CHI,1994,4,11.30%,11.30%,9.90%,9.90%,-1.40%,-1.40%
DET,1994,4,-6.60%,-6.60%,1.80%,1.80%,0.90%,0.90%
IND,1994,4,14.10%,14.10%,26.60%,26.60%,1.70%,1.70%
WAS,1994,4,0.50%,0.50%,17.30%,17.30%,4.20%,4.20%
STL,1994,4,-5.60%,-5.60%,5.70%,5.70%,-2.50%,-2.50%
ATL,1994,4,1.90%,1.90%,10.00%,10.00%,-6.00%,-6.00%
NO,1994,4,-8.70%,-8.70%,0.50%,0.50%,-8.50%,-8.50%
DEN,1994,4,-2.60%,-2.60%,22.80%,22.80%,4.20%,4.20%
TB,1994,4,-8.20%,-8.20%,12.50%,12.50%,-1.00%,-1.00%
NYJ,1994,4,-12.40%,-12.40%,1.80%,1.80%,-8.20%,-8.20%
OAK,1994,4,-14.60%,-14.60%,2.30%,2.30%,-6.00%,-6.00%
CIN,1994,4,-23.50%,-23.50%,-3.20%,-3.20%,-3.30%,-3.30%
HOU,1994,4,-35.90%,-35.90%,-7.50%,-7.50%,-13.40%,-13.40%
ARI,1994,4,-50.70%,-50.70%,-5.30%,-5.30%,-2.90%,-2.90%
PHI,1994,5,20.60%,20.80%,-25.00%,-25.20%,-0.70%,-0.60%
DAL,1994,5,17.00%,16.90%,-21.00%,-20.90%,-1.30%,-1.30%
MIA,1994,5,25.90%,25.80%,2.50%,2.40%,0.00%,0.00%
SD,1994,5,23.20%,23.00%,2.80%,2.50%,1.80%,1.90%
GB,1994,5,4.10%,4.10%,-21.50%,-21.30%,-5.40%,-5.40%
PIT,1994,5,16.50%,16.70%,-3.60%,-4.00%,-1.00%,-1.10%
SEA,1994,5,-4.60%,-4.90%,-17.90%,-17.90%,4.90%,4.90%
KC,1994,5,7.90%,7.60%,-7.70%,-7.90%,2.00%,2.10%
CLE,1994,5,-0.10%,0.10%,-2.90%,-2.80%,13.00%,12.70%
NE,1994,5,12.40%,12.30%,3.40%,3.30%,1.70%,1.80%
BUF,1994,5,-3.20%,-3.10%,-6.30%,-6.40%,4.80%,4.90%
NYG,1994,5,-2.20%,-2.30%,-0.70%,-0.50%,4.40%,4.30%
CHI,1994,5,7.40%,7.10%,4.30%,4.40%,-1.00%,-1.10%
SF,1994,5,11.80%,11.60%,5.00%,5.40%,-5.80%,-5.60%
MIN,1994,5,-6.40%,-6.10%,-11.10%,-11.20%,-7.10%,-7.10%
NO,1994,5,-6.90%,-7.10%,-7.00%,-7.40%,-6.50%,-6.50%
IND,1994,5,8.50%,8.30%,16.20%,16.10%,1.00%,0.90%
ATL,1994,5,1.60%,1.30%,5.30%,5.00%,-7.30%,-7.30%
STL,1994,5,-9.80%,-9.70%,4.50%,4.80%,1.10%,1.20%
DET,1994,5,-2.40%,-2.80%,2.60%,2.30%,-9.00%,-9.10%
TB,1994,5,-4.10%,-4.20%,14.00%,13.80%,2.30%,2.40%
WAS,1994,5,-5.60%,-5.60%,19.20%,19.00%,5.10%,5.30%
DEN,1994,5,-1.40%,-1.70%,24.50%,24.30%,4.20%,4.20%
NYJ,1994,5,-10.20%,-10.40%,3.90%,4.10%,-8.60%,-8.70%
OAK,1994,5,-14.60%,-14.20%,4.30%,4.00%,-6.00%,-6.00%
CIN,1994,5,-28.70%,-28.80%,1.60%,1.80%,-3.20%,-2.80%
ARI,1994,5,-33.30%,-33.30%,-2.80%,-2.50%,-4.60%,-4.80%
HOU,1994,5,-33.00%,-33.10%,3.60%,3.40%,-13.20%,-13.20%
DAL,1994,6,15.60%,15.40%,-28.90%,-29.00%,3.10%,3.20%
PHI,1994,6,15.30%,15.40%,-22.10%,-22.50%,-4.60%,-4.70%
SD,1994,6,27.70%,27.30%,2.00%,1.70%,3.10%,3.20%
GB,1994,6,2.60%,2.40%,-19.40%,-19.30%,-1.60%,-1.50%
PIT,1994,6,18.50%,18.50%,-2.20%,-2.20%,-1.00%,-1.00%
MIA,1994,6,27.40%,27.30%,6.10%,6.00%,-2.90%,-3.10%
SEA,1994,6,-6.70%,-7.40%,-17.20%,-17.10%,4.10%,4.10%
CLE,1994,6,1.20%,1.70%,0.40%,0.40%,13.00%,12.80%
KC,1994,6,5.60%,5.30%,-4.60%,-4.60%,1.70%,1.70%
BUF,1994,6,1.30%,1.40%,-4.30%,-4.60%,6.20%,6.20%
NE,1994,6,4.10%,3.90%,-0.30%,-0.40%,0.40%,0.40%
CHI,1994,6,11.40%,11.20%,5.30%,5.20%,-2.20%,-2.20%
MIN,1994,6,-3.30%,-2.80%,-12.80%,-12.50%,-6.70%,-6.60%
SF,1994,6,13.30%,13.30%,8.80%,9.20%,-5.00%,-4.90%
ATL,1994,6,2.60%,2.20%,-0.20%,-0.40%,-5.90%,-6.00%
NO,1994,6,-4.10%,-4.20%,-2.50%,-3.00%,-6.30%,-6.10%
WAS,1994,6,-2.10%,-2.20%,14.90%,14.70%,8.00%,7.90%
IND,1994,6,3.10%,2.80%,12.80%,12.50%,0.20%,0.20%
NYG,1994,6,-4.60%,-4.80%,9.60%,10.10%,4.10%,4.20%
DET,1994,6,2.10%,2.30%,5.40%,5.50%,-7.50%,-7.60%
OAK,1994,6,-16.90%,-16.60%,-5.60%,-6.20%,-2.70%,-2.60%
NYJ,1994,6,-11.50%,-11.70%,-2.60%,-2.60%,-5.60%,-5.60%
DEN,1994,6,-0.10%,-0.40%,19.40%,19.30%,2.00%,1.90%
STL,1994,6,-11.40%,-11.20%,3.50%,3.50%,-4.60%,-4.50%
TB,1994,6,-9.90%,-10.40%,15.60%,15.50%,2.30%,2.30%
CIN,1994,6,-28.60%,-28.80%,2.10%,2.00%,-3.20%,-2.90%
HOU,1994,6,-31.10%,-31.40%,3.80%,3.50%,-13.20%,-13.40%
ARI,1994,6,-39.90%,-39.90%,2.10%,2.30%,-9.00%,-9.30%
DAL,1994,7,21.30%,21.40%,-29.10%,-29.60%,1.30%,1.40%
SD,1994,7,31.70%,31.60%,7.50%,7.50%,4.80%,5.00%
PIT,1994,7,14.20%,14.00%,-7.80%,-7.80%,1.10%,1.30%
PHI,1994,7,10.40%,10.40%,-14.90%,-14.90%,-2.60%,-2.60%
GB,1994,7,2.00%,2.00%,-18.40%,-18.30%,-1.60%,-1.60%
SEA,1994,7,-6.10%,-6.60%,-16.50%,-16.50%,4.10%,4.10%
MIA,1994,7,22.00%,21.60%,5.10%,5.00%,-3.10%,-3.20%
CLE,1994,7,4.10%,4.40%,1.10%,1.20%,10.60%,10.40%
KC,1994,7,6.60%,6.20%,-1.00%,-0.70%,2.00%,1.90%
BUF,1994,7,3.80%,3.90%,-0.30%,-0.30%,3.40%,3.30%
SF,1994,7,10.60%,10.10%,-0.50%,-0.50%,-4.70%,-4.70%
CHI,1994,7,10.70%,10.60%,5.20%,4.80%,-2.20%,-2.10%
MIN,1994,7,-1.70%,-1.40%,-11.60%,-11.40%,-6.70%,-6.80%
NE,1994,7,3.60%,3.30%,2.10%,1.80%,-0.60%,-0.60%
IND,1994,7,9.30%,9.20%,14.90%,14.60%,3.30%,3.20%
OAK,1994,7,-14.90%,-15.00%,-11.10%,-11.60%,-2.90%,-2.90%
NYG,1994,7,-5.20%,-5.80%,9.00%,9.20%,5.40%,5.60%
NO,1994,7,0.70%,0.90%,2.40%,2.20%,-7.60%,-7.50%
NYJ,1994,7,-9.20%,-9.30%,-4.00%,-4.20%,-4.60%,-4.70%
DET,1994,7,3.80%,3.70%,6.20%,6.40%,-7.50%,-7.70%
ATL,1994,7,-6.90%,-7.20%,3.50%,3.10%,-5.60%,-5.60%
STL,1994,7,-7.90%,-7.90%,4.30%,3.90%,-4.20%,-4.10%
WAS,1994,7,-10.90%,-11.30%,12.50%,12.10%,6.20%,6.20%
DEN,1994,7,3.90%,3.90%,19.40%,19.20%,-1.80%,-1.90%
TB,1994,7,-10.70%,-10.90%,16.10%,16.30%,2.30%,2.40%
CIN,1994,7,-30.10%,-30.80%,-3.10%,-3.30%,-1.60%,-1.40%
ARI,1994,7,-38.10%,-37.80%,-9.30%,-9.60%,-9.50%,-9.70%
HOU,1994,7,-30.10%,-30.20%,4.70%,4.50%,-12.80%,-13.00%
DAL,1994,8,27.00%,27.10%,-18.80%,-19.10%,2.40%,2.40%
PHI,1994,8,11.30%,11.20%,-18.10%,-18.40%,-1.40%,-1.40%
SD,1994,8,22.20%,22.00%,1.40%,1.30%,2.80%,2.80%
PIT,1994,8,7.30%,7.20%,-13.50%,-13.80%,1.20%,1.40%
KC,1994,8,17.50%,17.70%,0.40%,0.70%,0.70%,0.70%
MIA,1994,8,23.80%,23.70%,5.70%,5.40%,-3.10%,-3.20%
GB,1994,8,-3.80%,-4.10%,-20.10%,-20.10%,-2.10%,-2.10%
CLE,1994,8,1.80%,1.80%,2.20%,2.20%,13.60%,13.60%
SF,1994,8,14.50%,14.20%,0.80%,0.90%,-3.80%,-3.80%
BUF,1994,8,5.30%,5.30%,1.40%,1.40%,3.40%,3.40%
SEA,1994,8,-3.60%,-4.10%,-4.90%,-4.70%,4.90%,4.90%
MIN,1994,8,-2.50%,-2.60%,-13.40%,-13.30%,-5.30%,-5.30%
OAK,1994,8,-7.10%,-7.00%,-11.00%,-11.50%,-1.10%,-1.00%
NE,1994,8,5.00%,4.70%,3.10%,2.90%,-0.60%,-0.60%
CHI,1994,8,3.40%,3.10%,-0.50%,-0.90%,-5.20%,-5.40%
NO,1994,8,4.00%,4.30%,1.50%,1.40%,-4.10%,-3.90%
DEN,1994,8,2.10%,2.10%,9.10%,8.60%,1.00%,0.90%
DET,1994,8,-3.70%,-3.80%,1.70%,1.60%,-2.40%,-2.50%
NYG,1994,8,-10.70%,-11.40%,3.80%,4.00%,4.90%,5.00%
NYJ,1994,8,-8.10%,-8.10%,-2.20%,-2.40%,-4.60%,-4.50%
IND,1994,8,4.40%,4.10%,17.70%,17.30%,2.50%,2.60%
WAS,1994,8,-10.40%,-10.70%,7.60%,7.10%,6.40%,6.50%
STL,1994,8,-9.60%,-9.80%,5.80%,5.70%,-3.60%,-3.60%
ATL,1994,8,-5.70%,-6.00%,7.90%,7.70%,-6.60%,-6.60%
TB,1994,8,-10.30%,-10.50%,21.90%,22.00%,2.30%,2.40%
CIN,1994,8,-26.30%,-26.40%,-2.50%,-2.60%,-8.00%,-8.10%
ARI,1994,8,-27.50%,-27.00%,-4.20%,-4.40%,-10.00%,-10.10%
HOU,1994,8,-31.10%,-31.10%,3.80%,4.00%,-12.30%,-12.30%
DAL,1994,9,25.00%,24.70%,-13.30%,-13.10%,3.00%,3.40%
SD,1994,9,24.20%,23.30%,0.60%,-0.30%,1.30%,1.70%
MIA,1994,9,23.30%,22.40%,-2.00%,-3.20%,-1.40%,-1.60%
PHI,1994,9,11.50%,11.40%,-14.90%,-15.10%,-2.70%,-2.50%
GB,1994,9,3.00%,2.40%,-22.00%,-21.50%,-3.80%,-3.80%
PIT,1994,9,5.40%,5.30%,-10.90%,-12.10%,2.00%,1.90%
BUF,1994,9,8.60%,9.00%,-2.00%,-2.40%,4.10%,4.20%
MIN,1994,9,-0.60%,0.20%,-17.40%,-18.10%,-3.30%,-3.30%
CLE,1994,9,2.80%,3.50%,5.30%,5.40%,11.90%,10.70%
KC,1994,9,11.30%,10.80%,2.30%,2.40%,0.10%,0.40%
